latitude,longitude,sorting
53.26158,-168.4392,0.9
53.26462,-168.4446,0.9
53.26289,-168.442,0.9
53.26488,-168.4415,0.9
53.25668,-168.4322,0.9
53.25446,-168.4283,0.9
53.26265,-168.4252,0.9
53.25734,-168.429,0.9
53.26277,-168.3951,0.9
53.26308,-168.3896,0.9
53.26329,-168.3788,0.9
53.2626,-168.3781,0.9
53.26393,-168.3707,0.9
53.26172,-168.3698,0.9
53.26207,-168.3643,0.9
53.49107,-168.4812,0.9
53.45538,-168.3965,1.4
53.42064,-168.459,1.4
53.43658,-168.4635,1.4
53.44562,-168.4602,0.9
53.44015,-168.5005,0.9
53.4204,-168.4966,1.4
53.43884,-168.4407,1.4
53.43194,-168.5384,1.4
53.38792,-168.7286,0.9
53.37031,-168.7005,0.9
53.33224,-168.6113,1.4
53.32617,-168.5923,0.9
53.34806,-168.5738,0.9
53.36734,-168.5353,0.9
53.40481,-168.5423,0.9
53.38863,-168.5293,1.4
53.4035,-168.4777,1.4
53.30214,-168.6559,1.4
53.251220000000004,-168.6849,1.4
53.2028,-168.891,1.4
53.18971,-168.7749,1.4
53.09037,-168.9512,0.9
53.0755,-168.9516,1.4
53.10559,-169.0907,0.9
52.98912,-169.1016,1.4
53.00447,-169.115,1.4
53.05111,-169.0109,0.6
53.03278,-169.0351,1.4
53.04099,-169.0658,1.4
52.95783,-169.08,1.4
52.95831,-169.1243,0.6
54.65306,-163.429,0.9
54.65175,-163.4273,0.9
54.65061,-163.4176,0.9
54.64792,-163.4229,0.9
54.64392,-163.4589,0.9
54.64278,-163.4797,0.9
54.63717,-163.4847,0.9
54.63865,-163.4881,0.9
54.63457,-163.4975,0.9
54.63717,-163.5025,0.9
54.61578,-163.5699,0.9
54.6177,-163.5527,0.9
54.61597,-163.5513,0.9
54.61754,-163.5443,0.9
54.62177,-163.5405,0.9
54.62625,-163.5247,0.9
54.6241,-163.5235,0.9
54.62846,-163.5104,0.9
54.6296,-163.4387,0.9
54.60114,-163.569,0.9
54.60987,-163.5705,0.9
54.60129,-163.576,1.4
54.59762,-163.5736,1.4
54.60493,-163.5811,0.9
54.61078,-163.5813,0.9
54.59964,-163.5896,0.9
54.602,-163.5953,0.9
54.59431,-163.5851,0.9
54.5886,-163.5726,0.6
54.59469,-163.6217,0.9
54.60992,-163.641,0.9
54.61596,-163.6712,0.9
54.6161,-163.7013,0.9
54.61834,-163.7057,0.9
54.626,-163.7649,0.9
54.62143,-163.7962,0.9
54.62434,-163.7836,0.9
54.62714,-163.7873,0.9
54.62638,-163.7786,0.9
54.62248,-163.8185,0.9
54.62034,-163.8263,0.9
54.62472,-163.8224,0.9
54.61863,-163.9261,0.9
54.61515,-163.9134,0.9
54.61644,-163.9835,0.9
54.61839,-164.001,0.9
54.61929,-163.9886,0.9
54.61449,-164.0061,0.9
54.61568,-164.0269,0.9
54.6112,-164.009,0.9
54.61082,-164.0384,0.9
54.61306,-164.0502,0.9
54.61744,-164.0558,0.9
54.60402,-164.0597,0.9
54.61912,-164.0569,0.9
54.61172,-164.085,0.9
54.60501,-164.0901,0.9
54.60221,-164.0996,0.9
54.60582,-164.1003,0.9
54.60787,-164.11,0.9
54.60373,-164.1268,0.9
54.61239,-164.1228,0.9
54.61068,-164.1125,0.9
54.61187,-164.1059,0.9
54.59897,-164.1361,0.9
54.59964,-164.1523,0.9
54.5974,-164.1628,0.9
54.59945,-164.1665,0.9
54.5619,-164.2757,0.9
54.56828,-164.2651,0.9
54.56842,-164.259,0.9
54.5659,-164.2522,0.9
54.56523,-164.2597,0.9
54.56014,-164.2655,0.9
54.5776,-164.2364,0.9
54.58112,-164.2336,0.9
54.57637,-164.2449,0.9
54.5737,-164.246,0.9
54.5697,-164.244,0.9
54.58679,-164.2216,0.9
54.58317,-164.2173,0.9
54.58241,-164.2082,0.9
54.58774,-164.2009,0.9
54.57037,-164.2132,0.9
54.56723,-164.2043,0.9
54.5688,-164.2224,0.9
54.57313,-164.2197,0.9
54.59164,-164.2038,0.9
54.58731,-164.2105,0.9
54.58921,-164.1932,0.9
54.59007,-164.1779,0.9
54.58869,-164.1679,0.9
54.58198,-164.1895,0.9
54.59126,-164.1512,0.9
54.59426,-164.1654,0.9
54.58436,-164.0787,0.9
54.57832,-163.8274,0.9
54.59321,-163.8102,0.9
54.58926,-163.626,0.9
54.55938,-163.6548,0.9
54.53001,-163.8209,0.9
54.5401,-163.9851,0.9
54.55252,-164.2618,0.9
54.54672,-164.2728,0.9
54.54867,-164.286,0.9
54.55091,-164.2989,0.9
54.54948,-164.3014,0.9
54.55033,-164.2891,0.9
54.5462,-164.2995,0.9
54.53444,-164.2895,0.9
54.53163,-164.2881,0.9
54.53796,-164.2974,0.9
54.5422,-164.3088,0.9
54.52954,-164.3225,0.9
54.53553,-164.3063,0.9
54.53216,-164.3253,0.9
54.52283,-164.3341,0.9
54.52811,-164.3236,0.9
54.5264,-164.3187,0.9
54.5253,-164.3147,0.9
54.53073,-164.3186,0.9
54.52678,-164.3084,0.9
54.53178,-164.3188,0.9
54.52844,-164.2986,0.9
54.49737,-164.2703,0.9
54.49499,-163.9976,0.6
54.52621,-163.782,0.9
54.48966,-164.1479,3.3
54.62283,-164.8956,0.9
54.61322,-165.0468,0.6
54.62902,-165.2306,0.6
54.58133,-165.0154,0.9
54.56558,-164.9904,0.9
54.53336,-164.9599,0.9
54.54602,-165.0043,0.6
54.5582,-165.0174,0.6
54.55506,-165.1863,0.9
54.5119,-164.969,0.9
54.39345,-164.8635,0.9
54.61184,-164.926,1.4
54.59877,-164.9388,0.9
54.61072,-164.9371,1.4
54.61093,-164.9419,1.4
54.61614,-164.9492,1.4
54.60846,-164.9466,1.4
54.60546,-164.9476,1.4
54.60182,-164.9518,1.4
54.60068,-164.9493,1.4
54.59813,-164.9471,1.4
54.59637,-164.9701,0.9
54.59808,-164.9971,1.4
54.59568,-165.0083,1.4
54.59466,-165.0027,0.9
54.59511,-165.0129,0.9
54.59304,-165.0079,1.4
54.59113,-165.0105,1.4
54.58878,-165.0099,1.4
54.58571,-165.0081,1.4
54.58355,-165.0039,0.9
54.59026,-165.0155,1.4
54.59373,-165.0004,0.6
54.59056,-164.9951,1.4
54.58742,-164.9946,1.4
54.58219,-164.9885,1.4
54.57976,-164.9908,1.4
54.59301,-164.9873,1.4
54.58421,-164.9829,1.4
54.58421,-164.9809,1.4
54.58314,-164.9785,1.4
54.58749,-164.9744,1.4
54.59063,-164.9678,1.4
54.58574,-164.9679,1.4
54.58599,-164.9662,1.4
54.58452,-164.9645,1.4
54.584,-164.9616,1.4
54.59164,-164.9546,0.9
54.59037,-164.9586,1.4
54.58652,-164.9647,1.4
54.57807,-164.9642,1.4
54.55559,-164.955,0.9
54.5004,-164.9262,0.9
52.90417,-169.6884,1.4
52.93385,-169.6961,0.9
52.92585,-169.7481,1.4
52.90722,-169.7901,0.6
52.93829,-169.8725,0.9
52.88254,-169.8689,0.9
52.85447,-169.8941,0.9
52.86103,-169.8878,0.9
52.87112,-169.8836,0.9
52.86486,-169.8935,0.6
52.86229,-169.8915,0.6
52.8626,-169.9002,0.9
52.86629,-169.8957,0.9
52.92307,-169.8925,0.9
52.86312,-169.9025,0.9
52.85746,-169.9029,0.9
52.85691,-169.9038,0.9
52.85432,-169.909,1.4
52.91621,-169.9191,0.6
52.86981,-169.9379,0.9
52.86846,-169.9487,0.6
52.91088,-169.9669,0.9
52.93306,-169.9549,0.9
52.94831,-169.9519,0.9
52.86263,-169.9845,1.4
52.88047,-169.9996,1.4
52.87883,-170.0013,1.4
52.86846,-170.014,1.4
52.86686,-170.0197,1.4
54.20258,-169.4901,3.3
53.10255,-169.6379,0.6
53.38679,-167.5043,3.3
53.39372,-167.522,0.9
53.39384,-167.5231,3.3
53.39438,-167.5251,3.3
53.39412,-167.5267,0.9
53.39433,-167.5321,0.9
53.39525,-167.5288,3.3
53.39521,-167.5351,3.3
53.39544,-167.5353,3.3
53.3952,-167.534,0.9
53.39475,-167.5333,0.9
53.40667,-167.549,0.9
53.40704,-167.5526,0.6
53.40843,-167.5503,0.9
53.40807,-167.5524,0.9
53.40979,-167.5508,0.9
53.41331,-167.5563,0.9
53.41537,-167.5591,0.9
53.41437,-167.5617,0.9
53.41381,-167.5645,0.9
55.06949,-164.3969,1.4
55.21868,-164.6548,3.3
55.10839,-164.5936,0.9
55.089,-164.6433,0.9
55.06271,-164.5979,0.9
55.02357,-164.7605,1.4
55.08365,-164.6912,0.9
55.15979,-164.7463,0.9
55.18775,-164.7932,3.3
55.08222,-164.774,3.3
54.93565,-164.8083,1.4
55.12946,-164.872,0.9
54.99299,-164.9623,0.9
54.92054,-164.9846,0.9
54.70258,-165.046,0.9
54.88389,-165.0603,0.9
54.96456,-165.0206,0.9
55.04641,-165.09,3.3
55.12065,-165.0382,1.4
54.89353,-165.1587,0.6
54.82905,-165.1109,0.6
54.76754,-165.1595,0.9
54.63488,-165.1546,0.6
54.69009,-165.1871,0.9
54.98621,-165.2135,0.9
54.69508,-165.3293,1.4
54.83892,-165.3956,0.6
54.75481,-165.4289,1.4
55.03813,-164.5831,0.9
55.06335,-164.5198,0.9
55.06211,-164.5073,0.9
55.04646,-164.4932,0.9
55.03275,-164.4815,0.9
55.00267,-164.4435,0.9
55.01804,-164.4638,1.4
55.00129,-164.6319,0.9
55.02142,-164.6583,0.9
54.96508,-164.7089,0.9
54.99534,-164.5677,1.4
54.9724,-164.5103,1.4
54.98378,-164.4532,0.6
54.98264,-164.4423,1.4
54.98487,-164.4356,1.4
54.97284,-164.4406,1.4
54.9675,-164.436,1.4
54.99178,-164.4249,0.9
54.9854,-164.4235,1.4
54.98145,-164.4043,0.6
54.97607,-164.4082,1.4
54.9716,-164.4168,1.4
54.96974,-164.423,1.4
54.97688,-164.4213,1.4
54.96432,-164.4268,1.4
54.96303,-164.409,0.9
54.97079,-164.4004,0.9
54.9833,-164.3828,1.4
54.97055,-164.3871,0.9
54.96413,-164.3466,0.6
54.93357,-164.2978,0.9
54.93172,-164.3112,0.9
54.9478,-164.3157,0.9
54.94152,-164.3249,0.9
54.9509,-164.3341,0.6
54.95166,-164.3519,1.4
54.96151,-164.3671,1.4
54.95837,-164.4286,0.6
54.95637,-164.4413,0.9
54.95903,-164.4461,1.4
54.94775,-164.4553,0.9
54.95918,-164.4681,1.4
54.95646,-164.474,0.9
54.95394,-164.4907,0.9
54.94295,-164.5574,1.4
54.93186,-164.5504,1.4
54.92986,-164.6196,1.4
54.94004,-164.6734,0.9
54.91111,-164.7777,0.9
54.9025,-164.5875,1.4
54.91097,-164.5579,0.9
54.92953,-164.531,0.9
54.88541,-164.589,0.6
54.87009,-164.6213,0.9
54.88479,-164.7465,0.9
54.87337,-164.7542,1.4
54.84715,-164.8584,0.9
54.84454,-164.7384,0.6
54.84206,-164.6623,0.9
54.85467,-164.6425,1.4
54.8601,-164.6191,1.4
54.86066,-164.5971,0.9
54.86062,-164.5881,0.9
54.84339,-164.5985,0.9
54.8372,-164.5962,0.9
54.82607,-164.6037,0.9
54.82369,-164.613,0.9
54.81388,-164.6162,0.9
54.80294,-164.6281,0.9
54.80537,-164.6421,0.9
54.80537,-164.7194,0.9
54.80056,-164.7684,0.9
54.82193,-164.7749,0.9
54.81184,-164.8593,0.9
54.82555,-164.9038,1.4
54.78005,-165.0129,0.9
54.78019,-164.8593,0.6
54.77658,-164.7921,1.4
54.77905,-164.7442,1.4
54.76672,-164.6855,0.6
54.7691,-164.6765,0.9
54.77981,-164.6825,1.4
54.79104,-164.6605,0.9
54.79295,-164.6377,0.9
54.77496,-164.6423,0.9
54.75735,-164.6538,0.9
54.73955,-164.6645,0.9
54.75849,-164.6773,0.9
54.75568,-164.69,0.9
54.74759,-164.6846,0.9
54.7376,-164.6786,0.9
54.73622,-164.6903,0.9
54.73579,-164.7109,0.9
54.75664,-164.7411,0.9
54.75887,-164.7568,0.9
54.73222,-164.7809,0.9
54.74107,-164.8212,0.9
54.7376,-164.8573,0.9
54.71538,-164.842,0.9
54.70572,-164.8229,3.3
54.70762,-164.735,0.9
54.70015,-164.741,0.9
54.71785,-164.7185,0.6
54.70829,-164.7261,0.9
54.70738,-164.7113,0.9
54.72599,-164.7004,0.9
54.71966,-164.6828,0.9
54.72523,-164.6744,0.9
54.69491,-164.7327,0.9
54.6882,-164.7451,0.9
54.67678,-164.7635,0.9
54.67992,-164.7688,0.9
54.68944,-164.802,0.9
54.67426,-164.8382,0.9
54.6883,-164.8566,0.9
54.68354,-164.9583,0.9
54.63971,-165.2236,0.9
54.62957,-164.901,0.6
54.64961,-164.8351,0.9
54.65161,-164.8305,1.4
54.62686,-165.0054,1.4
54.61525,-165.0326,1.4
54.62814,-165.0152,1.4
54.71384,-164.6709,0.9
54.71337,-164.6818,0.9
54.71277,-164.6806,0.9
54.69942,-164.6912,0.9
54.70444,-164.689,0.9
54.70573,-164.6879,0.9
54.70785,-164.6904,0.9
54.71046,-164.6914,0.9
54.7092,-164.6967,0.9
54.70447,-164.6949,0.9
54.70182,-164.7062,0.9
54.70287,-164.7021,0.9
54.69892,-164.7055,0.9
54.69692,-164.7024,0.9
54.69793,-164.7112,0.9
54.69542,-164.7111,0.9
54.69314,-164.7038,0.9
54.69212,-164.7029,0.9
54.6914,-164.7064,0.9
54.68888,-164.7024,0.9
54.68555,-164.7074,0.9
54.68288,-164.7045,0.9
54.68576,-164.7143,0.9
54.68788,-164.7143,0.9
54.68955,-164.7152,0.9
54.69267,-164.7151,0.9
54.68077,-164.7161,0.9
54.66088,-164.7329,0.9
54.66206,-164.7308,0.9
54.66511,-164.7293,0.9
54.66808,-164.7295,0.9
54.6717,-164.7197,0.9
54.67463,-164.7241,0.9
54.67077,-164.7327,0.9
54.67427,-164.7318,0.9
54.67905,-164.7187,0.9
54.67915,-164.7259,0.9
54.67675,-164.7325,0.9
54.68091,-164.7301,0.9
54.68405,-164.7224,0.9
54.68605,-164.7235,0.9
54.68912,-164.723,0.9
54.68591,-164.7278,0.9
54.67951,-164.7358,0.9
54.67736,-164.7382,0.9
54.67558,-164.7403,0.9
54.6728,-164.7414,0.9
54.67739,-164.7423,0.9
54.67032,-164.7515,0.9
54.66944,-164.7413,0.9
54.66499,-164.7439,0.9
54.66704,-164.7377,0.9
54.66307,-164.7386,0.9
54.66254,-164.7426,0.9
54.66035,-164.7375,0.9
54.6608,-164.7486,0.9
54.66275,-164.7518,0.9
54.656,-164.7503,0.9
54.65405,-164.7469,0.9
54.65816,-164.7428,0.9
54.64589,-164.7462,0.9
54.64931,-164.7475,0.9
54.64731,-164.7659,0.9
54.64869,-164.7563,0.9
54.65026,-164.7525,0.9
54.65195,-164.7642,0.9
54.65614,-164.7581,0.9
54.65731,-164.7587,0.9
54.65609,-164.7653,0.9
54.65752,-164.752,0.9
54.66056,-164.7547,0.9
54.66161,-164.7637,0.9
54.66513,-164.7589,0.9
54.66642,-164.763,0.6
54.67189,-164.757,0.9
54.67063,-164.7747,0.9
54.66792,-164.7699,0.9
54.66342,-164.7758,0.9
54.66552,-164.7799,0.9
54.66128,-164.7847,0.9
54.65835,-164.7726,0.9
54.65576,-164.7747,0.9
54.6545,-164.7717,0.9
54.6544,-164.7813,0.9
54.65171,-164.7818,0.9
54.64962,-164.7791,0.9
54.64748,-164.782,0.9
54.64408,-164.7887,0.9
54.649,-164.7878,0.9
54.64969,-164.7932,1.4
54.65138,-164.7862,1.4
54.65281,-164.7862,0.9
54.6549,-164.7874,0.9
54.65359,-164.7913,0.9
54.65707,-164.7891,0.9
54.6584,-164.7857,0.9
54.65937,-164.7901,0.9
54.66064,-164.7929,0.9
54.65776,-164.796,0.9
54.65638,-164.7947,0.9
54.65424,-164.7948,1.4
54.65124,-164.7938,1.4
54.65169,-164.7957,0.9
54.65543,-164.7979,0.9
54.65847,-164.7994,0.9
54.661,-164.7991,0.9
54.66278,-164.7991,0.9
54.66663,-164.7857,0.9
54.657,-164.8125,1.4
54.65702,-164.806,1.4
54.65431,-164.8105,1.4
54.65321,-164.809,1.4
54.65464,-164.8028,0.9
54.654,-164.8172,1.4
54.65207,-164.8031,1.4
54.65148,-164.8051,0.9
54.64936,-164.8044,1.4
54.64841,-164.8072,0.6
54.64693,-164.8147,1.4
54.64496,-164.8149,0.9
54.64151,-164.8178,0.9
54.63763,-164.815,0.9
54.63799,-164.8101,0.9
54.63235,-164.8336,0.9
54.64246,-164.8217,0.9
54.64234,-164.827,0.9
54.6411,-164.831,0.9
54.64227,-164.8334,0.6
54.64543,-164.8321,1.4
54.64731,-164.8311,1.4
54.64691,-164.8277,0.9
54.64748,-164.8215,1.4
54.64696,-164.819,0.9
54.64517,-164.8217,0.9
54.65112,-164.8334,1.4
54.64924,-164.8327,1.4
54.64902,-164.8248,0.9
54.65086,-164.8267,1.4
54.65202,-164.8284,0.9
54.65445,-164.8236,0.9
54.65152,-164.8198,0.9
54.65212,-164.8226,1.4
54.65312,-164.8333,1.4
54.65569,-164.8232,0.9
54.65026,-164.8455,1.4
54.64867,-164.8489,0.9
54.6485,-164.8423,0.9
54.64827,-164.8352,1.4
54.64522,-164.8452,0.9
54.64398,-164.8406,0.9
54.64329,-164.8375,0.9
54.64029,-164.8351,0.9
54.63799,-164.8394,0.9
54.63813,-164.8428,0.9
54.64046,-164.8446,0.9
54.64479,-164.8368,0.9
54.63301,-164.8387,0.9
54.63208,-164.8496,0.9
54.63427,-164.8493,0.9
54.63591,-164.8488,0.9
54.6376,-164.8483,0.8
54.63896,-164.851,1.4
54.6397,-164.852,0.9
54.64669,-164.8571,0.9
54.6421,-164.8584,0.9
54.64303,-164.8625,0.9
54.63848,-164.8627,1.4
54.63832,-164.8664,1.4
54.64074,-164.8526,0.6
54.63944,-164.8575,0.9
54.63513,-164.8539,0.9
54.61276,-164.8813,0.9
54.62109,-164.8841,0.9
54.62402,-164.8809,0.9
54.62604,-164.8748,0.9
54.62959,-164.8725,0.9
54.6278,-164.8783,0.9
54.62904,-164.8783,1.4
54.62983,-164.8788,0.9
54.63049,-164.8786,1.4
54.63035,-164.88,0.9
54.62523,-164.8821,0.9
54.62614,-164.8852,0.6
54.62783,-164.885,0.9
54.63525,-164.8709,0.6
54.63549,-164.8748,0.6
54.63851,-164.8724,1.4
54.64108,-164.877,0.6
54.63822,-164.8814,0.9
54.63641,-164.8809,0.9
54.63696,-164.8773,0.9
54.63532,-164.8912,0.9
54.63401,-164.8876,0.9
54.63185,-164.8865,0.6
54.62966,-164.888,0.9
54.62775,-164.889,0.9
54.62928,-164.8933,0.9
54.63113,-164.893,1.4
54.63201,-164.8941,0.9
54.63318,-164.8942,0.9
54.62801,-164.8968,0.9
54.62737,-164.8995,1.4
54.62318,-164.8949,0.9
54.62145,-164.8955,0.9
54.62061,-164.8931,0.6
54.62133,-164.8884,0.9
54.61816,-164.8878,0.9
54.61914,-164.8988,1.4
54.61607,-164.9013,0.9
54.61276,-164.9009,0.9
54.61174,-164.9105,0.9
54.61555,-164.9065,1.4
54.61728,-164.9101,0.6
54.6214,-164.9082,0.9
54.61926,-164.9043,0.9
54.62499,-164.905,0.9
54.62637,-164.9033,0.6
54.62459,-164.9163,1.4
54.62252,-164.9191,1.4
54.61802,-164.9189,0.9
54.62792,-164.9106,0.6
54.62939,-164.9116,1.4
54.63254,-164.9021,0.6
54.62449,-164.9204,1.4
54.61835,-164.9231,1.4
54.61507,-164.927,0.6
54.60984,-164.9318,0.9
54.90535,-164.5235,0.9
54.90961,-164.5237,0.9
54.90597,-164.5529,0.9
54.89415,-164.5764,0.9
54.88039,-164.5751,0.9
54.87906,-164.5803,0.9
54.88827,-164.5556,0.9
54.89146,-164.558,0.9
54.8941,-164.5577,0.9
54.89179,-164.5515,0.9
54.87506,-164.5746,0.9
54.85688,-164.5806,0.9
54.85365,-164.5782,0.9
54.8502,-164.5739,0.9
54.83107,-164.5816,0.9
54.83338,-164.5851,0.9
54.83816,-164.5815,0.9
54.83223,-164.5865,0.9
54.81577,-164.6042,0.9
54.8195,-164.5987,0.9
54.82426,-164.5932,0.9
54.80342,-164.6084,0.9
54.80228,-164.6106,0.9
54.80468,-164.6141,0.9
54.7988,-164.6142,0.9
54.79787,-164.6151,0.9
54.79683,-164.6045,0.9
54.81105,-164.6102,0.9
54.80118,-164.6216,0.9
54.79828,-164.625,0.9
54.78376,-164.6417,0.9
54.78034,-164.6401,0.9
54.79366,-164.6279,0.9
54.79309,-164.6244,0.9
54.79511,-164.6222,0.9
54.78862,-164.6161,0.9
54.79228,-164.6184,0.9
54.79626,-164.6171,0.9
54.77018,-164.6375,0.9
54.76715,-164.6382,0.9
54.77113,-164.6419,0.9
54.77313,-164.644,0.9
54.76746,-164.6449,0.9
54.77665,-164.6451,0.9
54.76851,-164.6506,0.9
54.76292,-164.6518,0.9
54.75878,-164.6538,0.9
54.7544,-164.6558,0.9
54.75035,-164.6581,0.9
54.74826,-164.6551,0.9
54.75138,-164.64940000000001,0.9
54.74712,-164.6496,0.9
54.75476,-164.6472,0.9
54.74131,-164.6596,0.9
54.74577,-164.6612,0.9
54.74015,-164.6668,0.9
54.73696,-164.666,0.9
54.73232,-164.6653,0.9
54.73111,-164.6692,0.9
54.715089999999996,-164.68,0.9
54.71745,-164.6754,0.9
54.7163,-164.6733,0.9
54.72235,-164.6727,0.9
54.72537,-164.6711,0.9
54.72913,-164.6693,0.9
54.72773,-164.668,0.9
54.72454,-164.6686,0.9
54.59096,-162.9893,1.4
54.50735,-162.8742,1.4
54.51039,-162.9045,0.9
54.52457,-162.9265,0.9
54.49574,-162.9158,1.4
54.49516,-162.9207,1.4
54.51834,-163.1456,0.6
54.51058,-163.2041,0.9
54.50648,-163.2811,1.4
54.50972,-163.2913,0.9
54.47988,-163.2576,0.9
54.47213,-163.0122,0.6
54.48869,-162.9121,0.9
54.49321,-162.9249,1.4
54.44814,-162.9451,0.6
54.4528,-162.9646,0.9
54.43053,-162.9359,0.6
54.44357,-162.9733,0.9
54.44809,-162.9796,0.6
54.43063,-162.9829,1.4
54.46175,-162.9877,1.4
54.45514,-163.0251,0.9
54.449,-163.0578,0.9
54.41864,-163.0802,0.9
54.42135,-162.9373,0.9
54.39479,-162.9615,0.9
54.39689,-162.9464,1.4
54.39779,-162.9482,0.9
54.40816,-162.9352,0.9
54.39993,-162.9315,1.4
54.36781,-162.8846,0.6
54.36938,-162.8919,1.4
54.38642,-162.9028,1.4
54.39046,-162.9071,1.4
54.3877,-162.9148,1.4
54.3621,-162.915,1.4
54.36986,-162.9405,1.4
54.37195,-162.9517,0.6
54.37233,-162.9748,1.4
54.36757,-163.0531,1.4
54.36443,-163.0515,1.4
54.37143,-163.0956,0.9
54.38942,-163.1512,1.4
54.39051,-163.2132,1.4
54.33716,-163.1379,0.9
54.35411,-163.0549,1.4
54.35306,-163.0539,1.4
54.3305,-163.0326,1.4
54.34811,-162.9831,0.9
54.35092,-162.974,1.4
54.34483,-162.978,0.9
54.36015,-162.9934,0.9
54.3492,-162.9522,0.6
54.35087,-162.9599,0.9
54.34126,-162.9483,1.4
54.3354,-162.9431,1.4
54.3394,-162.9398,1.4
54.35639,-162.9349,0.9
54.35306,-162.9357,1.4
54.35667,-162.8885,1.4
54.34777,-162.8783,1.4
54.35629,-162.8717,1.4
54.33421,-162.8728,0.9
54.33331,-162.8712,1.4
54.31984,-162.8868,1.4
54.31817,-162.8901,1.4
54.29733,-162.952,0.9
54.28876,-163.1142,0.9
54.2627,-162.9256,0.9
54.27974,-162.8402,1.4
54.28088,-162.8358,0.9
54.29145,-162.7766,1.4
54.25166,-162.9154,0.9
54.23296,-162.9693,0.9
54.43904,-163.2719,1.4
52.95586,-168.3487,1.4
52.90363,-168.4399,1.4
52.85592,-168.5783,0.9
52.89792,-168.6587,1.4
52.78311,-168.6103,3.3
52.884,-168.723,0.9
52.85199,-168.8578,1.4
52.7837,-168.9295,0.9
52.69411,-169.0077,1.4
52.76705,-169.0341,1.4
52.7555,-169.0759,0.9
52.68412,-169.191,0.9
52.7216,-169.2081,1.4
52.72327,-169.2186,0.6
52.8633,-169.1808,1.4
52.93218,-169.1672,0.9
52.94682,-169.1759,1.4
52.90387,-169.2856,1.4
52.9123,-168.8204,0.9
52.89781,-168.8562,0.9
52.90247,-168.8542,0.9
52.9014,-168.851,0.9
52.89674,-168.8496,0.9
52.90414,-168.8097,0.9
52.88908,-168.8285,0.9
52.88586,-168.8368,0.9
52.8822,-168.8426,0.9
52.88705,-168.8488,1.4
52.88384,-168.8504,0.9
52.887,-168.8524,0.9
52.88953,-168.8557,0.9
52.89388,-168.8561,0.9
52.88025,-168.8515,0.9
52.88703,-168.8675,0.9
52.89445,-168.87,0.9
52.89138,-168.8698,0.9
52.8956,-168.8718,0.9
52.88812,-168.8729,0.9
52.88239,-168.875,0.9
52.88448,-168.8795,0.9
52.88808,-168.8802,0.9
52.88998,-168.8768,0.9
52.891,-168.8782,0.9
52.89355,-168.8764,0.9
52.88379,-168.8925,0.9
52.88377,-168.8959,0.9
52.88665,-168.8959,0.9
52.87918,-168.8935,0.9
52.88046,-168.8999,0.9
52.86747,-168.9053,0.9
52.87225,-168.8961,0.9
52.87078,-168.8966,0.9
52.86804,-168.8965,0.9
52.86735,-168.8863,0.9
52.87325,-168.8757,0.9
52.86726,-168.8788,0.9
52.86954,-168.8759,0.9
52.87932,-168.8752,0.9
52.87644,-168.8611,0.9
52.87482,-168.8509,1.4
52.86045,-168.9028,1.4
52.86005,-168.9707,0.9
52.8614,-168.9706,0.9
52.85966,-168.9772,0.9
52.84258,-168.9904,0.9
52.83615,-168.9919,0.9
52.83827,-168.9871,0.9
52.84125,-168.9846,0.9
52.84317,-168.9778,0.9
52.84413,-168.9732,1.4
52.84491,-168.9614,1.4
52.83318,-168.9615,0.9
52.81533,-168.9868,0.9
53.16653,-168.8004,0.9
53.11942,-168.8246,1.4
53.10783,-168.8223,1.4
53.09974,-168.8293,1.4
53.08673,-168.8173,0.9
53.08447,-168.8094,1.4
53.08202,-168.796,0.9
53.07129,-168.7806,0.9
53.07367,-168.7813,0.9
53.07704,-168.7826,0.9
53.06719,-168.785,0.9
53.06862,-168.7855,0.9
53.07212,-168.797,0.9
53.07647,-168.8094,0.9
53.07193,-168.8092,0.9
53.06824,-168.8105,0.9
53.08025,-168.8524,1.4
53.06838,-168.948,0.9
53.05058,-168.9696,1.4
53.05803,-168.9241,0.9
53.061,-168.9045,1.4
53.04958,-168.9044,0.9
53.05013,-168.8676,0.9
53.05841,-168.864,0.9
53.06367,-168.8558,1.4
53.04977,-168.8372,0.9
53.05501,-168.8312,0.9
53.05035,-168.8159,0.9
53.05744,-168.8176,0.9
53.05013,-168.7998,0.9
53.05301,-168.7975,0.9
53.04739,-168.8006,0.9
53.05972,-168.7903,0.9
53.04628,-168.796,0.9
53.04656,-168.8031,0.9
53.04118,-168.8291,0.9
53.04037,-168.8823,1.4
53.04233,-168.9729,1.4
53.0413,-168.9872,0.6
53.01615,-168.9504,1.4
53.01353,-168.9302,1.4
53.01927,-168.9032,0.9
53.00228,-168.893,0.9
52.98027,-168.9268,1.4
52.97654,-168.9316,0.9
52.96766,-168.936,0.9
52.97682,-168.9557,0.9
52.97354,-168.9587,0.6
52.97879,-169.0677,1.4
52.9634,-169.0344,1.4
52.95641,-168.9891,0.9
52.95207,-168.9901,0.9
52.96112,-168.9713,0.6
52.95971,-168.944,0.9
52.95978,-168.9412,0.9
52.95117,-168.9329,0.9
52.95043,-168.9229,0.9
52.96164,-168.918,0.9
52.96088,-168.8885,0.9
52.93751,-168.8869,1.4
52.93537,-168.9191,0.9
52.94379,-168.9859,1.4
52.93328,-168.9936,0.9
53.55774,-168.1313,0.9
53.55922,-168.1337,0.9
53.55501,-168.1348,0.9
53.54956,-168.1459,0.9
