latitude,longitude,mean_phi
53.20823,-167.9469,-3
53.21154,-167.9594,-3
53.19859,-167.9677,-3
53.20114,-168.0283,-3
53.19545,-168.0296,2
54.28082,-165.2476,-3
54.289790000000004,-165.4709,2
54.28242,-165.4738,2
54.28192,-165.4753,2
54.30368,-165.4923,-3
54.30053,-165.4952,-3
54.31224,-165.5304,-0.5
54.28407,-165.4627,-3
54.26415,-165.4389,-0.5
54.26772,-165.4511,2
54.27586,-165.4671,-0.5
54.27305,-165.4716,-3
54.27776,-165.4777,-3
54.27105,-165.4832,-3
54.26403,-165.4739,-0.5
54.26444,-165.4694,2
54.26508,-165.4821,-0.5
54.26475,-165.4912,-3
54.27822,-165.4861,2
54.26644,-165.5013,-0.5
54.26925,-165.5037,2
54.27772,-165.5051,2
54.27753,-165.5079,2
54.27446,-165.508,2
54.27401,-165.5064,2
54.27262,-165.5073,2
54.27177,-165.5071,2
54.27303,-165.5091,2
54.27555,-165.5112,2
54.26899,-165.5075,2
54.26772,-165.5124,2
54.27122,-165.5118,2
54.26401,-165.5146,2
54.2495,-165.5606,2
54.2469,-165.5526,2
54.25059,-165.549,2
54.25399,-165.538,2
54.25106,-165.5409,2
54.24617,-165.533,2
54.2608,-165.5253,2
54.2618,-165.5264,2
54.25759,-165.5141,2
54.2465,-165.5051,2
54.26035,-165.4852,-3
54.24745,-165.4957,2
54.25654,-165.481,2
54.25004,-165.4759,2
54.24785,-165.4663,-0.5
54.25547,-165.457,2
54.24916,-165.4624,2
54.25069,-165.4566,2
54.25773,-165.4527,2
54.2538,-165.4349,2
54.24654,-165.4308,2
54.24935,-165.4285,2
54.25335,-165.4258,2
54.23648,-165.4023,-3
54.23981,-165.4085,2
54.23129,-165.402,2
54.23191,-165.4054,-3
54.2401,-165.4165,-0.5
54.23377,-165.418,2
54.23805,-165.4271,-0.5
54.23624,-165.4326,2
54.23494,-165.4377,2
54.24362,-165.4408,2
54.23617,-165.4476,2
54.23948,-165.4581,2
54.23962,-165.4634,2
54.23581,-165.4656,2
54.22956,-165.4716,2
54.23539,-165.4793,2
54.24083,-165.4864,2
54.24086,-165.513,2
54.23348,-165.5177,2
54.24088,-165.5256,2
54.23191,-165.5233,2
54.23938,-165.549,2
54.23838,-165.5524,2
54.22496,-165.5364,2
54.22121,-165.5385,2
54.22939,-165.5313,2
54.22178,-165.5325,2
54.22387,-165.5284,2
54.21514,-165.5159,2
54.21766,-165.5153,2
54.21371,-165.5142,2
54.21554,-165.5119,2
54.21531,-165.5033,2
54.22073,-165.505,2
54.22504,-165.5113,2
53.35176,-166.9488,2
53.39245,-166.9939,2
53.34772,-167.0531,2
53.39531,-167.0703,2
53.24504,-167.3964,-3
53.24647,-167.3641,-3
53.25242,-167.3608,-3
53.25539,-167.3393,2
53.26729,-167.306,2
53.29787,-167.3014,2
53.30453,-167.298,-3
53.24362,-167.2942,-3
53.27372,-167.2776,2
53.26337,-167.2497,-3
53.27074,-167.2385,2
53.30132,-167.1451,-3
53.29477,-167.072,7
53.26456,-166.9398,-3
53.21578,-167.0704,2
53.21601,-167.1352,-3
53.16141,-167.182,2
53.22137,-167.2228,2
53.194,-167.2514,2
53.22399,-167.3269,-3
53.19258,-167.3359,2
53.17009,-167.3424,-3
53.21732,-167.3605,2
53.18473,-167.3849,2
53.23136,-167.3777,-3
53.18163,-167.4201,-3
53.20352,-167.4152,2
53.23374,-167.4496,-3
53.19757,-167.4538,-3
53.21673,-167.4765,-3
53.16605,-167.4707,2
53.241,-167.4862,2
53.21114,-167.5459,-3
53.17188,-167.5663,2
53.22601,-167.5744,-3
53.20578,-167.5875,-3
53.17223,-167.6474,2
53.19496,-167.6397,-3
53.17378,-167.7368,2
53.17759,-167.7758,2
53.1595,-167.8526,2
53.16391,-167.8507,2
53.19674,-167.8601,2
53.16045,-167.8956,2
53.20804,-167.9573,-3
53.17318,-167.9812,2
53.17128,-168.0216,-3
53.1645,-168.0526,2
53.16105,-168.052,2
53.2015,-168.0855,-3
53.20067,-168.1097,-3
53.19555,-168.1226,-3
53.17818,-168.1094,-3
53.167,-168.1352,2
53.0811,-168.291,-3
53.08372,-168.2378,-3
53.13571,-168.1443,2
53.14023,-168.1026,2
53.1526,-168.0517,2
53.14784,-167.9778,2
53.09204,-167.9538,-3
53.15177,-167.7394,-3
53.07491,-167.7531,-3
53.15236,-167.6307,-3
53.14689,-167.4583,7
53.15486,-167.3868,2
53.10727,-167.2841,-3
53.1532,-167.302,2
53.13499,-167.2012,2
53.12619,-166.9778,7
53.04553,-167.3356,-3
53.06159,-167.3894,2
53.00293,-167.4551,-3
53.0052,-167.8062,-3
53.04707,-167.916,2
53.05326,-168.2754,7
52.96915,-168.1738,-0.5
52.9789,-168.122,7
52.95213,-167.8801,-3
52.91989,-167.8465,7
53.44571,-167.0145,2
53.43433,-167.0475,2
53.43574,-167.0459,2
53.43533,-167.0441,2
53.43322,-167.0392,2
53.44268,-167.0363,2
53.4409,-167.0334,2
53.44437,-167.0318,2
53.43605,-167.0305,2
53.44021,-167.0301,2
53.43388,-167.026,2
53.43305,-167.0214,2
53.43562,-167.024,2
53.4384,-167.0207,2
53.44278,-167.0207,2
53.44235,-167.023,2
53.44095,-167.025,2
53.44482,-167.0168,2
53.44545,-167.0208,2
53.43524,-167.0174,2
53.43364,-167.0152,2
53.43776,-167.0147,2
53.43995,-167.0071,2
53.44278,-166.9483,2
53.43126,-166.9476,2
53.42541,-166.9013,2
53.41425,-166.9013,2
53.41746,-166.9126,2
53.41565,-166.918,2
53.42172,-166.9236,2
53.41699,-166.9293,2
53.4226,-166.9399,2
53.41527,-166.9444,2
53.43048,-166.9453,2
53.4226,-166.9505,-3
53.42719,-166.9572,-3
53.41563,-166.9883,2
53.41665,-166.9923,-3
53.41373,-167.0043,-3
53.42667,-167.0188,2
53.42905,-167.0213,2
53.42334,-167.0245,2
53.41356,-167.0243,2
53.42836,-167.0137,2
53.42567,-167.0276,2
53.4197,-167.0311,2
53.42208,-167.0336,2
53.41979,-167.0368,2
53.42662,-167.0363,2
53.42008,-167.0389,2
53.42253,-167.0395,2
53.42936,-167.0425,2
53.42477,-167.0455,2
53.42294,-167.0485,2
53.4183,-167.048,2
53.42253,-167.0509,2
53.42757,-167.0474,2
53.42627,-167.047,2
53.4271,-167.0553,2
53.41775,-167.0524,2
53.41549,-167.0556,2
53.41527,-167.0767,2
53.41544,-167.0867,7
53.40871,-167.1405,2
53.40609,-167.1447,2
53.39938,-167.1404,2
53.40195,-167.1378,2
53.40359,-167.1204,2
53.40257,-167.1271,2
53.41025,-167.1167,2
53.4114,-167.0939,2
53.40752,-167.0797,2
53.41323,-167.0694,2
53.4019,-167.0734,2
53.40609,-167.0594,2
53.41004,-167.0592,2
53.40904,-167.0499,2
53.41113,-167.0426,2
53.40835,-167.0416,2
53.40597,-167.0315,2
53.40521,-167.0271,2
53.40435,-166.9919,2
53.41037,-166.9867,2
53.40107,-166.9147,2
53.39679,-167.1044,2
53.39517,-167.1227,2
53.38891,-167.1338,2
53.39676,-167.1467,2
53.38551,-167.1544,-3
53.37941,-167.1912,2
53.38022,-167.1994,2
53.38491,-167.2031,2
53.37366,-167.2099,2
53.37644,-167.1939,2
53.36583,-167.1802,2
53.37425,-167.1272,2
53.37189,-167.1072,2
53.36,-167.1597,2
53.34442,-167.1795,2
53.3553,-167.1975,2
53.2098,-168.2833,2
53.20409,-168.2842,2
53.20354,-168.2794,2
53.20106,-168.2842,2
53.19911,-168.2837,2
53.20565,-168.2852,2
53.20478,-168.2864,2
53.20589,-168.2892,2
53.20256,-168.2957,2
53.20132,-168.3054,2
53.1856,-168.3382,2
53.18552,-168.3335,2
53.18338,-168.3338,2
53.18438,-168.335,2
53.18626,-168.3327,2
53.18557,-168.3313,2
53.18253,-168.3306,2
53.18362,-168.3242,2
53.18279,-168.324,2
53.18636,-168.3233,2
53.19048,-168.3175,2
53.18833,-168.3176,2
53.19028,-168.3108,2
53.18936,-168.3053,2
53.1855,-168.3081,2
53.19488,-168.3049,2
53.18131,-168.3227,2
53.19366,-168.3027,2
53.18719,-168.2968,2
53.1905,-168.2998,2
53.19652,-168.2882,2
53.19504,-168.2874,2
53.19259,-168.2865,2
53.1969,-168.2789,2
53.17955,-168.3063,2
53.16806,-168.3023,2
53.18036,-168.3113,2
53.18027,-168.3164,2
53.1786,-168.3184,2
53.17958,-168.3206,2
53.17763,-168.3233,2
53.17515,-168.3226,2
53.17744,-168.3297,2
53.1762,-168.3303,2
53.17751,-168.3347,2
53.18022,-168.3341,2
53.17653,-168.3354,2
53.1515,-168.3532,2
53.14941,-168.3525,2
53.15252,-168.3534,2
53.15407,-168.3528,2
53.14786,-168.3638,2
53.15347,-168.349,2
53.15269,-168.3458,2
53.15949,-168.3337,2
53.15105,-168.3293,2
53.15312,-168.3286,2
53.15483,-168.3141,2
53.15738,-168.3069,2
53.13799,-168.3136,2
53.13749,-168.333,2
53.14293,-168.3344,2
53.14407,-168.3386,2
53.14488,-168.3441,2
53.14653,-168.346,2
53.13553,-168.3532,2
53.13201,-168.3529,2
53.13708,-168.3572,2
53.14584,-168.3638,2
53.1455,-168.3663,2
53.12863,-168.371,2
53.12599,-168.3664,2
53.12509,-168.3663,2
53.12307,-168.3573,2
53.12809,-168.3652,2
53.12778,-168.3476,2
53.12701,-168.342,2
53.11757,-168.333,-3
53.11809,-168.3211,2
53.11026,-168.3527,2
53.0009,-168.5994,2
53.0054,-168.59,2
53.00697,-168.5873,2
52.99871,-168.5518,2
52.99726,-168.5368,-3
52.99764,-168.5278,-3
52.98853,-168.5658,2
52.98717,-168.5763,2
52.98912,-168.586,2
52.98513,-168.5946,2
52.98372,-168.6104,2
52.96766,-168.6182,2
52.96573,-168.6112,2
52.97801,-168.6068,2
52.97937,-168.5389,2
52.9624,-168.4967,-3
52.94798,-168.5418,2
52.96014,-168.5884,2
52.95145,-168.6525,-3
52.94936,-168.661,2
52.93789,-168.7836,-0.5
52.94103,-168.783,2
52.93518,-168.7741,2
52.93913,-168.771,2
52.94234,-168.77,2
52.9457,-168.7757,2
52.93264,-168.7653,2
52.93668,-168.6517,2
52.93789,-168.63,2
52.94322,-168.5867,2
52.92657,-168.6671,-3
52.92714,-168.6866,-3
52.9268,-168.7574,2
52.92973,-168.7514,2
52.90001,-168.7815,2
52.9111,-168.748,-0.5
52.90299,-168.7311,2
52.90953,-168.6879,2
52.88363,-168.7422,2
52.88872,-168.7538,2
52.89184,-168.7566,2
52.89362,-168.7722,2
52.8857,-168.769,2
53.27497,-168.6502,2
53.23095,-168.6678,2
53.24441,-168.6631,2
53.24327,-168.6665,2
53.24501,-168.656,2
53.2487,-168.6635,2
53.25636,-168.6793,2
53.23768,-168.6714,2
53.23666,-168.6713,2
53.23497,-168.6805,2
53.23518,-168.6786,2
53.23373,-168.6688,2
53.23354,-168.673,2
53.23309,-168.6745,2
53.23233,-168.6843,2
53.23342,-168.7003,-3
53.24087,-168.6932,2
53.26692,-168.6848,-3
53.23504,-168.7027,2
53.2096,-168.7252,2
53.20915,-168.7334,2
53.21536,-168.7283,2
53.22112,-168.7247,2
53.22942,-168.7187,2
53.23573,-168.7286,2
53.21357,-168.738,2
53.21082,-168.7419,2
53.2091,-168.7438,2
53.20882,-168.7377,2
53.20513,-168.7373,2
53.20116,-168.746,2
53.20484,-168.7436,2
53.20361,-168.7516,2
53.20506,-168.7596,2
53.20035,-168.7489,2
53.20705,-168.7525,2
53.20487,-168.7737,-3
53.19642,-168.7687,2
53.18999,-168.7715,2
53.18759,-168.7812,2
53.17931,-168.7912,2
53.16468,-168.8115,-3
53.41697,-168.4628,-3
53.38865,-168.4254,2
53.38068,-168.4198,2
53.37942,-168.4292,2
53.37525,-168.4118,2
53.36607,-168.4047,2
53.3694,-168.4075,2
53.36471,-168.4194,2
53.37354,-168.5469,2
53.34729,-168.5795,2
53.34865,-168.4341,2
53.35731,-168.4296,2
53.35127,-168.4297,2
53.35148,-168.4222,2
53.35902,-168.4185,2
53.34927,-168.4211,2
53.34825,-168.4167,2
53.34418,-168.4283,2
53.34425,-168.4479,2
53.32148,-168.6029,2
53.29999,-168.3915,2
53.31205,-168.417,2
53.29818,-168.4632,2
53.30496,-168.6094,2
53.28146,-168.6337,2
53.28445,-168.6312,2
53.28598,-168.6243,2
53.28878,-168.6249,2
53.28355,-168.6232,2
53.28134,-168.6278,2
53.28474,-168.6228,2
53.28274,-168.6179,2
53.27993,-168.614,2
53.28776,-168.6147,2
53.2894,-168.6161,2
53.28871,-168.6102,2
53.2816,-168.6116,2
53.2844,-168.6084,2
53.29216,-168.6051,2
53.29016,-168.6036,2
53.28843,-168.6034,2
53.28269,-168.6029,2
53.28019,-168.6043,2
53.29185,-168.598,2
53.29036,-168.5981,2
53.28533,-168.5977,2
53.28479,-168.594,2
53.28467,-168.5539,2
53.29314,-168.4983,-3
53.28141,-168.4813,2
53.28524,-168.4675,2
53.28131,-168.4436,2
53.28146,-168.3883,-0.5
53.2874,-168.3777,2
53.28357,-168.3725,2
53.28619,-168.3639,2
53.28531,-168.3627,2
53.28224,-168.3545,2
53.28588,-168.3551,2
53.28645,-168.3577,2
53.28333,-168.3593,2
53.28264,-168.357,2
53.26535,-168.3628,2
53.26999,-168.3636,2
53.27382,-168.3631,2
53.27041,-168.3668,2
53.27565,-168.3671,2
53.28041,-168.3643,2
53.2642,-168.3626,2
53.27403,-168.3675,2
53.27912,-168.3753,2
53.27125,-168.3789,2
53.26718,-168.3784,2
53.26694,-168.3691,2
53.26435,-168.3744,2
53.27301,-168.385,2
53.26704,-168.3872,-0.5
53.26394,-168.3876,2
53.26554,-168.3968,2
53.26854,-168.3945,2
53.27505,-168.4006,2
53.27705,-168.4029,2
53.27512,-168.4078,2
53.26535,-168.4097,2
53.26451,-168.4066,2
53.26818,-168.4151,-3
53.26325,-168.4044,2
53.2653,-168.4006,2
53.27298,-168.4122,2
53.26996,-168.4184,2
53.26792,-168.4249,2
53.2673,-168.4297,2
53.27108,-168.4273,2
53.27163,-168.4319,2
53.26968,-168.4335,2
53.27536,-168.4341,2
53.26347,-168.4335,2
53.27739,-168.4451,2
53.27879,-168.4476,2
53.26899,-168.4426,2
53.26691,-168.4427,2
53.26413,-168.4405,2
53.26549,-168.4397,2
53.2628,-168.4382,2
53.27884,-168.4681,2
53.27805,-168.4766,2
53.26368,-168.5246,2
53.2633,-168.5163,2
53.27662,-168.5595,2
53.26546,-168.5603,2
53.26344,-168.5542,2
53.26297,-168.5564,2
53.26387,-168.5635,2
53.27891,-168.5651,2
53.27182,-168.5669,2
53.2692,-168.5524,2
53.27715,-168.5741,2
53.27165,-168.5742,2
53.27358,-168.5723,2
53.2652,-168.5709,2
53.26751,-168.5689,2
53.26625,-168.5734,2
53.26942,-168.5739,2
53.27018,-168.5759,2
53.27034,-168.5785,2
53.27765,-168.6044,2
53.27541,-168.6262,2
53.27631,-168.6182,2
53.2752,-168.6199,2
53.27608,-168.6209,2
53.27382,-168.6231,2
53.2683,-168.6306,2
53.26665,-168.6323,2
53.26577,-168.6302,2
53.2647,-168.6314,2
53.27827,-168.618,2
53.27893,-168.6349,2
53.27365,-168.6507,2
53.27079,-168.6464,2
53.27298,-168.6338,2
53.26599,-168.6511,2
53.25349,-168.6744,2
53.25345,-168.6672,2
53.26009,-168.644,2
53.25797,-168.6362,2
53.25485,-168.6355,2
53.25445,-168.6397,2
53.25492,-168.6423,2
53.25019,-168.6478,2
53.25809,-168.6309,2
53.26183,-168.6311,2
53.26139,-168.5677,2
53.26089,-168.5648,2
53.25737,-168.5601,2
53.2593,-168.5587,2
53.25975,-168.5565,2
53.25797,-168.5541,2
53.25528,-168.5531,2
53.26128,-168.5619,2
53.25937,-168.5513,2
53.25618,-168.5487,2
53.25954,-168.5482,2
53.25661,-168.5589,2
53.25933,-168.5459,2
53.25623,-168.5444,2
53.25537,-168.5401,2
53.25721,-168.5399,2
53.25264,-168.5358,2
53.25576,-168.5329,2
53.26149,-168.5343,2
53.26294,-168.5366,2
53.25545,-168.5291,2
53.25842,-168.5291,2
53.25485,-168.527,2
53.25381,-168.5256,2
53.25647,-168.5235,2
53.26016,-168.5247,2
53.25235,-168.5298,2
53.25939,-168.4393,2
53.26034,-168.44,2
53.26008,-168.4379,2
53.25908,-168.4344,2
53.26103,-168.4353,2
53.26158,-168.4392,2
53.26462,-168.4446,2
53.26289,-168.442,2
53.26488,-168.4415,2
53.25668,-168.4322,2
53.25446,-168.4283,2
53.26265,-168.4252,2
53.25734,-168.429,2
53.26277,-168.3951,2
53.26308,-168.3896,2
53.26329,-168.3788,2
53.2626,-168.3781,2
53.26393,-168.3707,2
53.26172,-168.3698,2
53.26207,-168.3643,2
53.49107,-168.4812,2
53.45538,-168.3965,-3
53.42064,-168.459,-3
53.43658,-168.4635,-3
53.44562,-168.4602,2
53.44015,-168.5005,2
53.4204,-168.4966,-3
53.43884,-168.4407,-3
53.43194,-168.5384,-3
53.38792,-168.7286,2
53.37031,-168.7005,2
53.33224,-168.6113,-3
53.32617,-168.5923,2
53.34806,-168.5738,2
53.36734,-168.5353,2
53.40481,-168.5423,2
53.38863,-168.5293,-3
53.4035,-168.4777,-3
53.30214,-168.6559,-3
53.251220000000004,-168.6849,-3
53.2028,-168.891,-3
53.18971,-168.7749,-3
53.09037,-168.9512,2
53.0755,-168.9516,-3
53.10559,-169.0907,2
52.98912,-169.1016,-3
53.00447,-169.115,-3
53.05111,-169.0109,-0.5
53.03278,-169.0351,-3
53.04099,-169.0658,-3
52.95783,-169.08,-3
52.95831,-169.1243,-0.5
54.65306,-163.429,2
54.65175,-163.4273,2
54.65061,-163.4176,2
54.64792,-163.4229,2
54.64392,-163.4589,2
54.64278,-163.4797,2
54.63717,-163.4847,2
54.63865,-163.4881,2
54.63457,-163.4975,2
54.63717,-163.5025,2
54.61578,-163.5699,2
54.6177,-163.5527,2
54.61597,-163.5513,2
54.61754,-163.5443,2
54.62177,-163.5405,2
54.62625,-163.5247,2
54.6241,-163.5235,2
54.62846,-163.5104,2
54.6296,-163.4387,2
54.60114,-163.569,2
54.60987,-163.5705,2
54.60129,-163.576,-3
54.59762,-163.5736,-3
54.60493,-163.5811,2
54.61078,-163.5813,2
54.59964,-163.5896,2
54.602,-163.5953,2
54.59431,-163.5851,2
54.5886,-163.5726,-0.5
54.59469,-163.6217,2
54.60992,-163.641,2
54.61596,-163.6712,2
54.6161,-163.7013,2
54.61834,-163.7057,2
54.626,-163.7649,2
54.62143,-163.7962,2
54.62434,-163.7836,2
54.62714,-163.7873,2
54.62638,-163.7786,2
54.62248,-163.8185,2
54.62034,-163.8263,2
54.62472,-163.8224,2
54.61863,-163.9261,2
54.61515,-163.9134,2
54.61644,-163.9835,2
54.61839,-164.001,2
54.61929,-163.9886,2
54.61449,-164.0061,2
54.61568,-164.0269,2
54.6112,-164.009,2
54.61082,-164.0384,2
54.61306,-164.0502,2
54.61744,-164.0558,2
54.60402,-164.0597,2
54.61912,-164.0569,2
54.61172,-164.085,2
54.60501,-164.0901,2
54.60221,-164.0996,2
54.60582,-164.1003,2
54.60787,-164.11,2
54.60373,-164.1268,2
54.61239,-164.1228,2
54.61068,-164.1125,2
54.61187,-164.1059,2
54.59897,-164.1361,2
54.59964,-164.1523,2
54.5974,-164.1628,2
54.59945,-164.1665,2
54.5619,-164.2757,2
54.56828,-164.2651,2
54.56842,-164.259,2
54.5659,-164.2522,2
54.56523,-164.2597,2
54.56014,-164.2655,2
54.5776,-164.2364,2
54.58112,-164.2336,2
54.57637,-164.2449,2
54.5737,-164.246,2
54.5697,-164.244,2
54.58679,-164.2216,2
54.58317,-164.2173,2
54.58241,-164.2082,2
54.58774,-164.2009,2
54.57037,-164.2132,2
54.56723,-164.2043,2
54.5688,-164.2224,2
54.57313,-164.2197,2
54.59164,-164.2038,2
54.58731,-164.2105,2
54.58921,-164.1932,2
54.59007,-164.1779,2
54.58869,-164.1679,2
54.58198,-164.1895,2
54.59126,-164.1512,2
54.59426,-164.1654,2
54.58436,-164.0787,2
54.57832,-163.8274,2
54.59321,-163.8102,2
54.58926,-163.626,2
54.55938,-163.6548,2
54.53001,-163.8209,2
54.5401,-163.9851,2
54.55252,-164.2618,2
54.54672,-164.2728,2
54.54867,-164.286,2
54.55091,-164.2989,2
54.54948,-164.3014,2
54.55033,-164.2891,2
54.5462,-164.2995,2
54.53444,-164.2895,2
54.53163,-164.2881,2
54.53796,-164.2974,2
54.5422,-164.3088,2
54.52954,-164.3225,2
54.53553,-164.3063,2
54.53216,-164.3253,2
54.52283,-164.3341,2
54.52811,-164.3236,2
54.5264,-164.3187,2
54.5253,-164.3147,2
54.53073,-164.3186,2
54.52678,-164.3084,2
54.53178,-164.3188,2
54.52844,-164.2986,2
54.49737,-164.2703,2
54.49499,-163.9976,-0.5
54.52621,-163.782,2
54.48966,-164.1479,7
54.62283,-164.8956,2
54.61322,-165.0468,-0.5
54.62902,-165.2306,-0.5
54.58133,-165.0154,2
54.56558,-164.9904,2
54.53336,-164.9599,2
54.54602,-165.0043,-0.5
54.5582,-165.0174,-0.5
54.55506,-165.1863,2
54.5119,-164.969,2
54.39345,-164.8635,2
54.61184,-164.926,-3
54.59877,-164.9388,2
54.61072,-164.9371,-3
54.61093,-164.9419,-3
54.61614,-164.9492,-3
54.60846,-164.9466,-3
54.60546,-164.9476,-3
54.60182,-164.9518,-3
54.60068,-164.9493,-3
54.59813,-164.9471,-3
54.59637,-164.9701,2
54.59808,-164.9971,-3
54.59568,-165.0083,-3
54.59466,-165.0027,2
54.59511,-165.0129,2
54.59304,-165.0079,-3
54.59113,-165.0105,-3
54.58878,-165.0099,-3
54.58571,-165.0081,-3
54.58355,-165.0039,2
54.59026,-165.0155,-3
54.59373,-165.0004,-0.5
54.59056,-164.9951,-3
54.58742,-164.9946,-3
54.58219,-164.9885,-3
54.57976,-164.9908,-3
54.59301,-164.9873,-3
54.58421,-164.9829,-3
54.58421,-164.9809,-3
54.58314,-164.9785,-3
54.58749,-164.9744,-3
54.59063,-164.9678,-3
54.58574,-164.9679,-3
54.58599,-164.9662,-3
54.58452,-164.9645,-3
54.584,-164.9616,-3
54.59164,-164.9546,2
54.59037,-164.9586,-3
54.58652,-164.9647,-3
54.57807,-164.9642,-3
54.55559,-164.955,2
54.5004,-164.9262,2
52.90417,-169.6884,-3
52.93385,-169.6961,2
52.92585,-169.7481,-3
52.90722,-169.7901,0.2
52.93829,-169.8725,2
52.88254,-169.8689,2
52.85447,-169.8941,2
52.86103,-169.8878,2
52.87112,-169.8836,2
52.86486,-169.8935,-0.5
52.86229,-169.8915,-0.5
52.8626,-169.9002,2
52.86629,-169.8957,2
52.92307,-169.8925,2
52.86312,-169.9025,2
52.85746,-169.9029,2
52.85691,-169.9038,2
52.85432,-169.909,-3
52.91621,-169.9191,-0.5
52.86981,-169.9379,2
52.86846,-169.9487,-0.5
52.91088,-169.9669,2
52.93306,-169.9549,2
52.94831,-169.9519,2
52.86263,-169.9845,-3
52.88047,-169.9996,-3
52.87883,-170.0013,-3
52.86846,-170.014,-3
52.86686,-170.0197,-3
54.20258,-169.4901,7
53.10255,-169.6379,-0.5
53.38679,-167.5043,7
53.39372,-167.522,2
53.39384,-167.5231,7
53.39438,-167.5251,7
53.39412,-167.5267,2
53.39433,-167.5321,2
53.39525,-167.5288,7
53.39521,-167.5351,7
53.39544,-167.5353,7
53.3952,-167.534,2
53.39475,-167.5333,2
53.40667,-167.549,2
53.40704,-167.5526,-0.5
53.40843,-167.5503,2
53.40807,-167.5524,2
53.40979,-167.5508,2
53.41331,-167.5563,2
53.41537,-167.5591,2
53.41437,-167.5617,2
53.41381,-167.5645,2
55.06949,-164.3969,-3
55.21868,-164.6548,7
55.10839,-164.5936,2
55.089,-164.6433,2
55.06271,-164.5979,2
55.02357,-164.7605,-3
55.08365,-164.6912,2
55.15979,-164.7463,2
55.18775,-164.7932,7
55.08222,-164.774,7
54.93565,-164.8083,-3
55.12946,-164.872,2
54.99299,-164.9623,2
54.92054,-164.9846,2
54.70258,-165.046,2
54.88389,-165.0603,2
54.96456,-165.0206,2
55.04641,-165.09,7
55.12065,-165.0382,-3
54.89353,-165.1587,-0.5
54.82905,-165.1109,-0.5
54.76754,-165.1595,2
54.63488,-165.1546,-0.5
54.69009,-165.1871,2
54.98621,-165.2135,2
54.69508,-165.3293,-3
54.83892,-165.3956,-0.5
54.75481,-165.4289,-3
55.03813,-164.5831,2
55.06335,-164.5198,2
55.06211,-164.5073,2
55.04646,-164.4932,2
55.03275,-164.4815,2
55.00267,-164.4435,2
55.01804,-164.4638,-3
55.00129,-164.6319,2
55.02142,-164.6583,2
54.96508,-164.7089,2
54.99534,-164.5677,-3
54.9724,-164.5103,-3
54.98378,-164.4532,-0.5
54.98264,-164.4423,-3
54.98487,-164.4356,-3
54.97284,-164.4406,-3
54.9675,-164.436,-3
54.99178,-164.4249,2
54.9854,-164.4235,-3
54.98145,-164.4043,-0.5
54.97607,-164.4082,-3
54.9716,-164.4168,-3
54.96974,-164.423,-3
54.97688,-164.4213,-3
54.96432,-164.4268,-3
54.96303,-164.409,2
54.97079,-164.4004,2
54.9833,-164.3828,-3
54.97055,-164.3871,2
54.96413,-164.3466,-0.5
54.93357,-164.2978,2
54.93172,-164.3112,2
54.9478,-164.3157,2
54.94152,-164.3249,2
54.9509,-164.3341,-0.5
54.95166,-164.3519,-3
54.96151,-164.3671,-3
54.95837,-164.4286,-0.5
54.95637,-164.4413,2
54.95903,-164.4461,-3
54.94775,-164.4553,2
54.95918,-164.4681,-3
54.95646,-164.474,2
54.95394,-164.4907,2
54.94295,-164.5574,-3
54.93186,-164.5504,-3
54.92986,-164.6196,-3
54.94004,-164.6734,2
54.91111,-164.7777,2
54.9025,-164.5875,-3
54.91097,-164.5579,2
54.92953,-164.531,2
54.88541,-164.589,-0.5
54.87009,-164.6213,2
54.88479,-164.7465,2
54.87337,-164.7542,-3
54.84715,-164.8584,2
54.84454,-164.7384,-0.5
54.84206,-164.6623,2
54.85467,-164.6425,-3
54.8601,-164.6191,-3
54.86066,-164.5971,2
54.86062,-164.5881,2
54.84339,-164.5985,2
54.8372,-164.5962,2
54.82607,-164.6037,2
54.82369,-164.613,2
54.81388,-164.6162,2
54.80294,-164.6281,2
54.80537,-164.6421,2
54.80537,-164.7194,2
54.80056,-164.7684,2
54.82193,-164.7749,2
54.81184,-164.8593,2
54.82555,-164.9038,-3
54.78005,-165.0129,2
54.78019,-164.8593,-0.5
54.77658,-164.7921,-3
54.77905,-164.7442,-3
54.76672,-164.6855,-0.5
54.7691,-164.6765,2
54.77981,-164.6825,-3
54.79104,-164.6605,2
54.79295,-164.6377,2
54.77496,-164.6423,2
54.75735,-164.6538,2
54.73955,-164.6645,2
54.75849,-164.6773,2
54.75568,-164.69,2
54.74759,-164.6846,2
54.7376,-164.6786,2
54.73622,-164.6903,2
54.73579,-164.7109,2
54.75664,-164.7411,2
54.75887,-164.7568,2
54.73222,-164.7809,2
54.74107,-164.8212,2
54.7376,-164.8573,2
54.71538,-164.842,2
54.70572,-164.8229,7
54.70762,-164.735,2
54.70015,-164.741,2
54.71785,-164.7185,-0.5
54.70829,-164.7261,2
54.70738,-164.7113,2
54.72599,-164.7004,2
54.71966,-164.6828,2
54.72523,-164.6744,2
54.69491,-164.7327,2
54.6882,-164.7451,2
54.67678,-164.7635,2
54.67992,-164.7688,2
54.68944,-164.802,2
54.67426,-164.8382,2
54.6883,-164.8566,2
54.68354,-164.9583,2
54.63971,-165.2236,2
54.62957,-164.901,-0.5
54.64961,-164.8351,2
54.65161,-164.8305,-3
54.62686,-165.0054,-3
54.61525,-165.0326,-3
54.62814,-165.0152,-3
54.71384,-164.6709,2
54.71337,-164.6818,2
