 pcapture.data.selectmodel.males
    width station    num.b meas.b     num.n meas.n depth netwidth temp      phi      area.n   area.b
593    95     Q25    1.000      1    0.0000      0    63   17.533  0.0 5.212280 0.006895825 0.001558
594    95     Q26    3.000      3    0.0000      0    90   19.413 -0.2 5.945693 0.015632713 0.002159
595    95     Q30   10.000     10   33.0000     33   137   18.040  2.1 6.254995 0.014274615 0.002419
596    95     Q31   10.000     10   44.0000     44   147   18.040  2.0 6.005222 0.014006375 0.002255
597    95  QP2524    0.000      0    1.0000      1    60   16.227  0.5 4.899939 0.009324872 0.001514
598    95  QP2625    3.000      3    2.0000      2    87   17.674  0.4 5.642188 0.013995314 0.001856
599    95  QP2726   25.000     25   12.0000     12   100   18.343  0.6 6.156088 0.014455544 0.002417
600    95     R29   17.000     17   47.1342      3   118   17.438  1.7 6.378360 0.014067725 0.002035
601    95     R30   24.000     24   56.7613     17   129   18.040  2.0 6.348532 0.014479741 0.002400
602    95     R31   18.000     18   38.0000     38   147   18.177  2.0 6.085079 0.014764589 0.002316
603    95     R32   15.000     15   16.0000     16   162   18.177  2.5 5.085583 0.014663897 0.002538
604    95     S28    4.448      1    0.0000      0   102   16.785  1.0 6.443201 0.013340289 0.002063
605    95     S29   31.000     31   53.8390     34   111   16.760  1.7 6.394497 0.013452353 0.002414
606    95     S30   32.000     32   45.5936     26   122   17.873  1.9 6.390598 0.013897558 0.001952
607    95     S31   14.000     14   37.6589     22   132   18.040  2.1 6.093261 0.014232538 0.002154
608    95     T30   12.000     12   22.0000     22   117   17.873  1.8 6.407145 0.013954879 0.001966
609    95     V26    2.996      1    0.0000      0    72   17.396 -1.5 5.803262 0.014551172 0.001544
610   105     F18    8.000      8   10.0000     10   107   17.882  2.3 3.309178 0.013930624 0.002155
611   105     F21    1.000      1    0.0000      0    97   17.654  2.3 3.031825 0.014396391 0.002062
612   105     F22    2.000      2    7.0000      7   113   17.814  3.7 3.661512 0.014656710 0.001968
613   105     G18    3.000      3   14.0000     14    81   17.730 -0.5 3.210886 0.015709323 0.001757
614   105     G22    1.000      1    2.0000      2    94   16.924  2.9 3.504983 0.014116886 0.002027
615   105  GF2221    0.000      0    4.0000      4   100   17.421  3.3 3.231405 0.014236860 0.002465
616   105     H18    4.000      4    6.0000      6    74   17.655 -0.7 3.312259 0.015714934 0.001505
617   105     H23   18.000     18   14.0000     14    99   17.653  3.5 4.207180 0.014313227 0.002664
618   105     I18    9.000      9   34.0000     34    71   17.168 -0.2 3.464881 0.014260350 0.001726
619   105     I21    2.000      2   20.0000     20    73   15.877 -0.3 3.407365 0.012535312 0.001424
620   105     I22   34.000     34   55.1204     41    84   16.847  1.8 3.995257 0.013787421 0.002207
621   105     I23   60.000     60  112.0042     77    99   17.100  2.8 4.531773 0.013869834 0.002579
622   105  IH2120    1.000      1    5.0000      5    69   19.724 -0.5 3.084691 0.013939450 0.001573
623   105  IH2221    0.000      0    2.0000      2    74   16.502  2.8 3.536010 0.013586867 0.001467
624   105     J18    0.000      0    4.0000      4    69   17.010 -1.3 3.536167 0.013955533 0.001729
625   105     J19    1.000      1    6.0000      6    70   17.674 -1.4 3.383303 0.016108009 0.001967
626   105     J20   10.000     10   36.0000     36    70   17.531 -1.3 3.420390 0.014342088 0.001781
627   105     J21    6.000      6  164.8992     89    74   21.313 -0.7 3.782849 0.017883537 0.001866
628   105     J22    4.000      4    3.0000      3    86   17.659  1.2 4.363528 0.014132744 0.002204
629   105     J23    6.000      6   21.0000     21    98   17.654  2.0 4.825663 0.014478744 0.002223
630   105     J24   10.000     10   23.0000     23   104   17.238  2.2 4.898352 0.010564225 0.001779
631   105     J25   22.000     22    6.0000      6   108   18.310  2.8 4.497125 0.016933220 0.002364
632   105  JI2019    2.000      2    4.0000      4    66   16.210 -1.4 3.256648 0.013214119 0.001637
633   105  JI2120    0.000      0   28.0000     28    71   16.959 -1.1 3.396841 0.013854358 0.001986
634   105  JI2221    5.000      5   20.0000     20    77   17.237  0.3 3.883140 0.014156848 0.001922
635   105     K20    3.000      3   14.0000     14    69   17.227 -1.4 3.628744 0.014038138 0.001657
636   105     K21   22.000     22   39.0000     39    73   16.812 -1.2 4.014178 0.014244035 0.001774
637   105     K22   15.000     15   33.0000     33    84   17.182  0.3 4.584010 0.014312055 0.001790
638   105     K23   16.000     16   20.0000     20    95   17.373  1.8 5.003959 0.014136851 0.001984
639   105     K24   14.000     14   30.0000     30   102   17.068  2.5 5.064306 0.013814022 0.002303
640   105     K25   11.000     11   18.0000     18   109   17.441  2.8 4.726846 0.015656660 0.002086
641   105     L20    6.000      6   10.0000     10    67   17.602 -1.1 3.825626 0.014241084 0.001801
642   105     L21    4.000      4   38.0000     38    73   16.830 -1.4 4.260149 0.014195496 0.001732
643   105     L22   13.000     13   35.0000     35    82   17.487 -0.1 4.762806 0.014142943 0.001803
644   105     L23   14.000     14    8.0000      8    92   17.397  1.2 5.095623 0.014065082 0.001973
645   105     L24   14.000     14   21.0000     21   101   17.608  2.1 5.139559 0.014071393 0.002287
646   105     L25   23.000     23   35.0000     35   112   17.441  2.6 4.907496 0.014004040 0.002199
647   105     N20    3.000      3    1.5681      1    60   16.650 -1.2 4.226803 0.014014547 0.001513
648   105     N21    0.000      0    1.4901      1    68   16.959 -1.5 4.659263 0.013547802 0.001949
649   105     N22    1.000      1    4.8481      1    75   17.666 -1.5 4.932028 0.014704910 0.001568
650   105     N24    2.000      2   27.8775     15    87   17.360 -0.4 5.126624 0.013771977 0.002281
651   105     N25    5.000      5    2.0000      2   102   17.654  1.6 5.248365 0.014334626 0.002505
652   105     N26    9.000      9   17.0000     17   110   17.280  2.1 5.396135 0.014423914 0.002565
653   105     N27   14.000     14    7.0000      7   120   17.873  2.4 5.454663 0.014137261 0.002595
654   105     O20    0.000      0    1.9172      1    56   17.214 -1.4 4.336546 0.014288522 0.001493
655   105     O22    1.000      1    2.9118      1    72   18.317 -1.5 4.847791 0.015305537 0.001688
656   105     O24    0.000      0    2.0000      2    84   17.360 -1.1 4.952239 0.014338850 0.001958
657   105     O25    3.000      3   12.0000     12    95   17.654 -0.2 5.291280 0.014905952 0.001766
658   105     O26    8.000      8   13.0000     13   104   17.110  1.8 5.668705 0.013623533 0.001917
659   105     O27   29.000     29   20.0000     20   116   17.873  2.1 5.926751 0.014444706 0.002441
660   105  ON2524    8.000      8    4.0000      4    93   17.654  1.2 5.161146 0.014803010 0.001740
661   105  ON2625    9.000      9   11.0000     11   102   17.654  1.9 5.422878 0.014216243 0.001867
662   105     P26   12.000     12    2.0000      2    97   18.020  0.6 5.834477 0.014605540 0.002350
663   105     P27    5.000      5   10.0000     10   108   17.260  1.2 6.220015 0.014115351 0.001956
664   105     P30    0.000      0    8.0000      8   141   17.568  2.4 6.085942 0.013706497 0.002482
665   105     P31    2.000      2    6.0000      6   135   17.362  2.0 5.917210 0.013540714 0.002941
666   105     P32    1.000      1    2.0000      2   141   17.008  2.1 5.049571 0.012877846 0.002357
667   105  PO2423    0.000      0    1.0000      1    76   17.475 -1.3 4.763224 0.014601968 0.001967
668   105  PO2625    3.000      3    2.0000      2    94   17.955 -0.3 5.502576 0.014673258 0.002079
669   105  PO2726   12.000     12   13.0000     13   106   17.782  1.3 5.964651 0.014091204 0.002411
670   105     Q26    0.000      0   62.3517      1    90   19.413 -0.2 5.945693 0.015632713 0.002159
671   105     Q30    9.000      9   36.0000     36   137   18.040  2.1 6.254995 0.014274615 0.002419
672   105     Q31   18.000     18   34.0000     34   147   18.040  2.0 6.005222 0.014006375 0.002255
673   105  QP2625    2.000      2    1.0000      1    87   17.674  0.4 5.642188 0.013995314 0.001856
674   105  QP2726    4.000      4    6.0000      6   100   18.343  0.6 6.156088 0.014455544 0.002417
675   105     R29   18.000     18   15.7114      1   118   17.438  1.7 6.378360 0.014067725 0.002035
676   105     R30   19.000     19   40.0668     12   129   18.040  2.0 6.348532 0.014479741 0.002400
677   105     R31   16.000     16   41.0000     41   147   18.177  2.0 6.085079 0.014764589 0.002316
678   105     R32   17.000     17   27.0000     27   162   18.177  2.5 5.085583 0.014663897 0.002538
679   105     S28    1.000      1    0.0000      0   102   16.785  1.0 6.443201 0.013340289 0.002063
680   105     S29    8.000      8   26.9195     17   111   16.760  1.7 6.394497 0.013452353 0.002414
681   105     S30   33.000     33   49.1008     28   122   17.873  1.9 6.390598 0.013897558 0.001952
682   105     S31    8.000      8   27.0000     27   132   18.040  2.1 6.093261 0.014232538 0.002154
683   105     T30    2.000      2    6.0000      6   117   17.873  1.8 6.407145 0.013954879 0.001966
684   115     F18   10.000     10    8.0000      8   107   17.882  2.3 3.309178 0.013930624 0.002155
685   115     F22    0.000      0    8.0000      8   113   17.814  3.7 3.661512 0.014656710 0.001968
686   115     G18    0.000      0   19.0000     19    81   17.730 -0.5 3.210886 0.015709323 0.001757
687   115     G22    1.000      1    4.0000      4    94   16.924  2.9 3.504983 0.014116886 0.002027
688   115     H18    4.000      4   33.0000     33    74   17.655 -0.7 3.312259 0.015714934 0.001505
689   115     H23    8.000      8   15.0000     15    99   17.653  3.5 4.207180 0.014313227 0.002664
690   115     I18   12.000     12   28.0000     28    71   17.168 -0.2 3.464881 0.014260350 0.001726
691   115     I21    0.000      0   44.0000     44    73   15.877 -0.3 3.407365 0.012535312 0.001424
692   115     I22   34.000     34  125.0292     93    84   16.847  1.8 3.995257 0.013787421 0.002207
693   115     I23   26.000     26   68.3662     47    99   17.100  2.8 4.531773 0.013869834 0.002579
694   115  IH2120    3.000      3    6.0000      6    69   19.724 -0.5 3.084691 0.013939450 0.001573
695   115  IH2221    0.000      0    3.0000      3    74   16.502  2.8 3.536010 0.013586867 0.001467
696   115     J18    0.000      0    5.0000      5    69   17.010 -1.3 3.536167 0.013955533 0.001729
697   115     J19    1.000      1    5.0000      5    70   17.674 -1.4 3.383303 0.016108009 0.001967
698   115     J20    9.000      9   40.0000     40    70   17.531 -1.3 3.420390 0.014342088 0.001781
699   115     J21    6.000      6   88.9344     48    74   21.313 -0.7 3.782849 0.017883537 0.001866
700   115     J22    1.000      1    5.0000      5    86   17.659  1.2 4.363528 0.014132744 0.002204
701   115     J23    2.000      2    7.0000      7    98   17.654  2.0 4.825663 0.014478744 0.002223
702   115     J24    6.000      6    5.0000      5   104   17.238  2.2 4.898352 0.010564225 0.001779
703   115     J25   11.000     11    5.0000      5   108   18.310  2.8 4.497125 0.016933220 0.002364
704   115  JI2019    2.000      2   10.0000     10    66   16.210 -1.4 3.256648 0.013214119 0.001637
705   115  JI2120    0.000      0   35.0000     35    71   16.959 -1.1 3.396841 0.013854358 0.001986
706   115  JI2221    6.000      6   37.0000     37    77   17.237  0.3 3.883140 0.014156848 0.001922
707   115     K20    3.000      3    3.0000      3    69   17.227 -1.4 3.628744 0.014038138 0.001657
708   115     K21    5.000      5   30.0000     30    73   16.812 -1.2 4.014178 0.014244035 0.001774
709   115     K22    9.000      9   11.0000     11    84   17.182  0.3 4.584010 0.014312055 0.001790
710   115     K23    6.000      6    9.0000      9    95   17.373  1.8 5.003959 0.014136851 0.001984
711   115     K24    1.000      1    9.0000      9   102   17.068  2.5 5.064306 0.013814022 0.002303
712   115     K25    9.000      9   20.0000     20   109   17.441  2.8 4.726846 0.015656660 0.002086
713   115     L20    0.000      0    4.0000      4    67   17.602 -1.1 3.825626 0.014241084 0.001801
714   115     L21    1.000      1    8.0000      8    73   16.830 -1.4 4.260149 0.014195496 0.001732
715   115     L22    3.000      3   10.0000     10    82   17.487 -0.1 4.762806 0.014142943 0.001803
716   115     L23    5.000      5    7.0000      7    92   17.397  1.2 5.095623 0.014065082 0.001973
717   115     L24    7.000      7   12.0000     12   101   17.608  2.1 5.139559 0.014071393 0.002287
718   115     L25   12.000     12   20.0000     20   112   17.441  2.6 4.907496 0.014004040 0.002199
719   115     N20    1.000      1    0.0000      0    60   16.650 -1.2 4.226803 0.014014547 0.001513
720   115     N24    3.000      3   26.0190     14    87   17.360 -0.4 5.126624 0.013771977 0.002281
721   115     N25    2.000      2    7.0000      7   102   17.654  1.6 5.248365 0.014334626 0.002505
722   115     N26    7.000      7    5.0000      5   110   17.280  2.1 5.396135 0.014423914 0.002565
723   115     N27    7.000      7    7.0000      7   120   17.873  2.4 5.454663 0.014137261 0.002595
724   115     O25    4.000      4    3.0000      3    95   17.654 -0.2 5.291280 0.014905952 0.001766
725   115     O26    3.000      3   11.0000     11   104   17.110  1.8 5.668705 0.013623533 0.001917
726   115     O27    8.000      8   10.0000     10   116   17.873  2.1 5.926751 0.014444706 0.002441
727   115  ON2524    1.000      1    8.0000      8    93   17.654  1.2 5.161146 0.014803010 0.001740
728   115  ON2625    1.000      1    4.0000      4   102   17.654  1.9 5.422878 0.014216243 0.001867
729   115     P20    0.000      0    3.1718      1    53   16.541 -1.3 4.417112 0.013527348 0.001825
730   115     P26    3.000      3    1.0000      1    97   18.020  0.6 5.834477 0.014605540 0.002350
731   115     P27    1.000      1    2.0000      2   108   17.260  1.2 6.220015 0.014115351 0.001956
732   115     P30    0.000      0    1.0000      1   141   17.568  2.4 6.085942 0.013706497 0.002482
733   115     P31    3.000      3    4.0000      4   135   17.362  2.0 5.917210 0.013540714 0.002941
734   115     P32    1.000      1    0.0000      0   141   17.008  2.1 5.049571 0.012877846 0.002357
735   115  PO2423    0.000      0    1.0000      1    76   17.475 -1.3 4.763224 0.014601968 0.001967
736   115  PO2625    1.000      1    3.0000      3    94   17.955 -0.3 5.502576 0.014673258 0.002079
737   115  PO2726    2.000      2    6.0000      6   106   17.782  1.3 5.964651 0.014091204 0.002411
738   115     Q30    9.000      9   19.0000     19   137   18.040  2.1 6.254995 0.014274615 0.002419
739   115     Q31   11.000     11   22.0000     22   147   18.040  2.0 6.005222 0.014006375 0.002255
740   115  QP2726    1.000      1    1.0000      1   100   18.343  0.6 6.156088 0.014455544 0.002417
741   115     R29    6.000      6   31.4228      2   118   17.438  1.7 6.378360 0.014067725 0.002035
742   115     R30    8.000      8   13.3556      4   129   18.040  2.0 6.348532 0.014479741 0.002400
743   115     R31   10.000     10   16.0000     16   147   18.177  2.0 6.085079 0.014764589 0.002316
744   115     R32   11.000     11   19.0000     19   162   18.177  2.5 5.085583 0.014663897 0.002538
745   115     S28    1.000      1    0.0000      0   102   16.785  1.0 6.443201 0.013340289 0.002063
746   115     S29    0.000      0    7.9175      5   111   16.760  1.7 6.394497 0.013452353 0.002414
747   115     S30    9.000      9   35.0720     20   122   17.873  1.9 6.390598 0.013897558 0.001952
748   115     S31    9.000      9   13.0000     13   132   18.040  2.1 6.093261 0.014232538 0.002154
749   115     T30    2.000      2    6.0000      6   117   17.873  1.8 6.407145 0.013954879 0.001966
750   125     F18    0.000      0    4.0000      4   107   17.882  2.3 3.309178 0.013930624 0.002155
751   125     F22    1.000      1    1.0000      1   113   17.814  3.7 3.661512 0.014656710 0.001968
752   125     G18    0.000      0    8.0000      8    81   17.730 -0.5 3.210886 0.015709323 0.001757
753   125     G22    1.000      1    0.0000      0    94   16.924  2.9 3.504983 0.014116886 0.002027
754   125     H18    4.000      4    9.0000      9    74   17.655 -0.7 3.312259 0.015714934 0.001505
755   125     H23    6.000      6   13.0000     13    99   17.653  3.5 4.207180 0.014313227 0.002664
756   125     I18    1.000      1    9.0000      9    71   17.168 -0.2 3.464881 0.014260350 0.001726
757   125     I21    2.000      2   38.0000     38    73   15.877 -0.3 3.407365 0.012535312 0.001424
758   125     I22   16.000     16   82.0084     61    84   16.847  1.8 3.995257 0.013787421 0.002207
759   125     I23    7.000      7   32.0012     22    99   17.100  2.8 4.531773 0.013869834 0.002579
760   125  IH2120    0.000      0    2.0000      2    69   19.724 -0.5 3.084691 0.013939450 0.001573
761   125  IH2221    0.000      0    2.0000      2    74   16.502  2.8 3.536010 0.013586867 0.001467
762   125     J18    0.000      0    2.0000      2    69   17.010 -1.3 3.536167 0.013955533 0.001729
763   125     J19    0.000      0    5.0000      5    70   17.674 -1.4 3.383303 0.016108009 0.001967
764   125     J20    0.000      0    4.0000      4    70   17.531 -1.3 3.420390 0.014342088 0.001781
765   125     J21    1.000      1   42.6144     23    74   21.313 -0.7 3.782849 0.017883537 0.001866
766   125     J22    1.000      1    6.0000      6    86   17.659  1.2 4.363528 0.014132744 0.002204
767   125     J23    0.000      0    3.0000      3    98   17.654  2.0 4.825663 0.014478744 0.002223
768   125     J24    1.000      1    3.0000      3   104   17.238  2.2 4.898352 0.010564225 0.001779
769   125     J25    4.000      4    0.0000      0   108   18.310  2.8 4.497125 0.016933220 0.002364
770   125  JI2120    0.000      0   11.0000     11    71   16.959 -1.1 3.396841 0.013854358 0.001986
771   125  JI2221    9.000      9   39.0000     39    77   17.237  0.3 3.883140 0.014156848 0.001922
772   125     K20    1.000      1    2.0000      2    69   17.227 -1.4 3.628744 0.014038138 0.001657
773   125     K21    0.000      0    5.0000      5    73   16.812 -1.2 4.014178 0.014244035 0.001774
774   125     K22    1.000      1    4.0000      4    84   17.182  0.3 4.584010 0.014312055 0.001790
775   125     K23    2.000      2    2.0000      2    95   17.373  1.8 5.003959 0.014136851 0.001984
776   125     K25    3.000      3    6.0000      6   109   17.441  2.8 4.726846 0.015656660 0.002086
777   125     L22    0.000      0    3.0000      3    82   17.487 -0.1 4.762806 0.014142943 0.001803
778   125     L23    1.000      1    2.0000      2    92   17.397  1.2 5.095623 0.014065082 0.001973
779   125     L24    1.000      1    5.0000      5   101   17.608  2.1 5.139559 0.014071393 0.002287
780   125     L25    4.000      4    9.0000      9   112   17.441  2.6 4.907496 0.014004040 0.002199
781   125     N21    0.000      0    1.4901      1    68   16.959 -1.5 4.659263 0.013547802 0.001949
782   125     N24    1.000      1   14.8680      8    87   17.360 -0.4 5.126624 0.013771977 0.002281
783   125     N25    1.000      1    1.0000      1   102   17.654  1.6 5.248365 0.014334626 0.002505
784   125     N26    0.000      0    1.0000      1   110   17.280  2.1 5.396135 0.014423914 0.002565
785   125     N27    1.000      1    2.0000      2   120   17.873  2.4 5.454663 0.014137261 0.002595
786   125     O22    0.000      0    2.9118      1    72   18.317 -1.5 4.847791 0.015305537 0.001688
787   125     O25    0.000      0    6.0000      6    95   17.654 -0.2 5.291280 0.014905952 0.001766
788   125     O26    0.000      0    4.0000      4   104   17.110  1.8 5.668705 0.013623533 0.001917
789   125     O27    0.000      0    2.0000      2   116   17.873  2.1 5.926751 0.014444706 0.002441
790   125  ON2524    0.000      0    4.0000      4    93   17.654  1.2 5.161146 0.014803010 0.001740
791   125  ON2625    0.000      0    4.0000      4   102   17.654  1.9 5.422878 0.014216243 0.001867
792   125     P26    0.000      0    1.0000      1    97   18.020  0.6 5.834477 0.014605540 0.002350
793   125     P30    1.000      1    2.0000      2   141   17.568  2.4 6.085942 0.013706497 0.002482
794   125     P31    3.000      3    1.0000      1   135   17.362  2.0 5.917210 0.013540714 0.002941
795   125     P32    1.000      1    1.0000      1   141   17.008  2.1 5.049571 0.012877846 0.002357
796   125  PO2625    1.000      1    1.0000      1    94   17.955 -0.3 5.502576 0.014673258 0.002079
797   125     Q30    3.000      3    6.0000      6   137   18.040  2.1 6.254995 0.014274615 0.002419
798   125     Q31    0.000      0    3.0000      3   147   18.040  2.0 6.005222 0.014006375 0.002255
799   125  QP2726    1.000      1    1.0000      1   100   18.343  0.6 6.156088 0.014455544 0.002417
800   125     R29    1.000      1   15.7114      1   118   17.438  1.7 6.378360 0.014067725 0.002035
801   125     R31    1.000      1    4.0000      4   147   18.177  2.0 6.085079 0.014764589 0.002316
802   125     R32    2.000      2    5.0000      5   162   18.177  2.5 5.085583 0.014663897 0.002538
803   125     S30    1.000      1   14.0288      8   122   17.873  1.9 6.390598 0.013897558 0.001952
804   125     S31    0.000      0    3.0000      3   132   18.040  2.1 6.093261 0.014232538 0.002154
805   135     G18    0.000      0    1.0000      1    81   17.730 -0.5 3.210886 0.015709323 0.001757
806   135     H23    0.000      0    1.0000      1    99   17.653  3.5 4.207180 0.014313227 0.002664
807   135     I18    0.000      0    1.0000      1    71   17.168 -0.2 3.464881 0.014260350 0.001726
808   135     I21    0.000      0    5.0000      5    73   15.877 -0.3 3.407365 0.012535312 0.001424
809   135     I22    0.000      0    4.0332      3    84   16.847  1.8 3.995257 0.013787421 0.002207
810   135     I23    0.000      0    1.4546      1    99   17.100  2.8 4.531773 0.013869834 0.002579
811   135  IH2221    0.000      0    2.0000      2    74   16.502  2.8 3.536010 0.013586867 0.001467
812   135     J18    0.000      0    1.0000      1    69   17.010 -1.3 3.536167 0.013955533 0.001729
813   135     J21    0.000      0    3.7056      2    74   21.313 -0.7 3.782849 0.017883537 0.001866
814   135     J22    0.000      0    1.0000      1    86   17.659  1.2 4.363528 0.014132744 0.002204
815   135  JI2019    0.000      0    1.0000      1    66   16.210 -1.4 3.256648 0.013214119 0.001637
816   135  JI2221    0.000      0    3.0000      3    77   17.237  0.3 3.883140 0.014156848 0.001922
817   135     K22    0.000      0    2.0000      2    84   17.182  0.3 4.584010 0.014312055 0.001790
818   135     N24    0.000      0    1.8585      1    87   17.360 -0.4 5.126624 0.013771977 0.002281
819   135     N25    1.000      1    0.0000      0   102   17.654  1.6 5.248365 0.014334626 0.002505
820   135     O26    0.000      0    1.0000      1   104   17.110  1.8 5.668705 0.013623533 0.001917
821   135  PO2625    0.000      0    2.0000      2    94   17.955 -0.3 5.502576 0.014673258 0.002079
822   135     Q30    1.000      1    0.0000      0   137   18.040  2.1 6.254995 0.014274615 0.002419
823   135     Q31    0.000      0    1.0000      1   147   18.040  2.0 6.005222 0.014006375 0.002255
824   135     R32    0.000      0    1.0000      1   162   18.177  2.5 5.085583 0.014663897 0.002538
> 
